timeframe,dataset_id,bar_id,session_date,start_timestamp,end_timestamp,completion,actual_duration_minutes,open,high,low,close,volume,source_bar_count
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,1598bfa0cc2282b4fb116271f6874213514f13bd7b92d72cba2713bcd7d44214,2024-07-10,2024-07-10T13:30:00+00:00,2024-07-10T13:35:00+00:00,completed,5,508.22,508.27,508.19,508.24,1822,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7cae10b4f18027566be85cb756743712dd3063cf25899c3e379944c7f56e67b7,2024-07-10,2024-07-10T13:35:00+00:00,2024-07-10T13:40:00+00:00,completed,5,508.23,508.28,508.2,508.25,1823,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,1c191df49ccedf0b9fa452e60a35d34db62938e712061e1754be4e3f31e1cd84,2024-07-10,2024-07-10T13:40:00+00:00,2024-07-10T13:45:00+00:00,completed,5,508.24,508.29,508.21,508.26,1824,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9d2b593bdbd1d493ab5862ec57b7944abb74d6f1b50c884ebd84460f84805c99,2024-07-10,2024-07-10T13:45:00+00:00,2024-07-10T13:50:00+00:00,completed,5,508.25,508.3,508.22,508.27,1825,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2343a6c9076f946f6e0ed279a91d38df5717db5d35d2ef6f7bb30883f48332e2,2024-07-10,2024-07-10T13:50:00+00:00,2024-07-10T13:55:00+00:00,completed,5,508.26,508.31,508.23,508.28,1826,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f37414a142c377b3c2efde5b348ce1980f9d058cdeb23329615c8dd5e55e9ba6,2024-07-10,2024-07-10T13:55:00+00:00,2024-07-10T14:00:00+00:00,completed,5,508.27,508.32,508.24,508.29,1827,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9aa6874729d6e24664ebf0868eab673185b9fe4f2d9c196d88ef85aee8c121f4,2024-07-10,2024-07-10T14:00:00+00:00,2024-07-10T14:05:00+00:00,completed,5,508.28,508.33,508.25,508.3,1828,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f219ef2e07dacbbe2c66b6198dc7fc3d469a0783f017d8d3225df448248bc333,2024-07-10,2024-07-10T14:05:00+00:00,2024-07-10T14:10:00+00:00,completed,5,508.29,508.34,508.26,508.31,1829,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,94ea0ca00e32fcc64f0f45e68682b16419743c8c63764d0d38d221446e25b951,2024-07-10,2024-07-10T14:10:00+00:00,2024-07-10T14:15:00+00:00,completed,5,508.3,508.35,508.27,508.32,1830,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b2f4f3767520baa85bf60c64dabe17d71d04c90983547a0e552a786acc8c5402,2024-07-10,2024-07-10T14:15:00+00:00,2024-07-10T14:20:00+00:00,completed,5,508.31,508.36,508.28,508.33,1831,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f14ae2a302003b96a4ea27b0eaa75ea67d0a5935b9dbbbf62600ccdff988c778,2024-07-10,2024-07-10T14:20:00+00:00,2024-07-10T14:25:00+00:00,completed,5,508.32,508.37,508.29,508.34,1832,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,a0a8ff8b48e6b21d7cf87b4a7bdd7ea78c26ea45c426791546dd467ec3cf8d48,2024-07-10,2024-07-10T14:25:00+00:00,2024-07-10T14:30:00+00:00,completed,5,508.33,508.38,508.3,508.35,1833,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,56a25b87fdf2272c49456b96570eb83bbc04ebdf21096ad7eb53016e6c6c1cc0,2024-07-10,2024-07-10T14:30:00+00:00,2024-07-10T14:35:00+00:00,completed,5,508.34,508.39,508.31,508.36,1834,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,a77b4fca273f57b3a1608ecb6732256aaac4b04af5dace502265350f84b5077d,2024-07-10,2024-07-10T14:35:00+00:00,2024-07-10T14:40:00+00:00,completed,5,508.35,508.4,508.32,508.37,1835,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,585a841482c2db6cc25470372bc7962611933fb903568529c1f8e4dfdd9e64b5,2024-07-10,2024-07-10T14:40:00+00:00,2024-07-10T14:45:00+00:00,completed,5,508.36,508.41,508.33,508.38,1836,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d4eba7935f3b15d23b46b912835294df7cd8620c39eadfc4778f1302b4e5118e,2024-07-10,2024-07-10T14:45:00+00:00,2024-07-10T14:50:00+00:00,completed,5,508.37,508.42,508.34,508.39,1837,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,21ecff453d4fbcda6a9d9166ed13cb01eec43e0ee9e3fd4e3feabc35bfe1ff48,2024-07-10,2024-07-10T14:50:00+00:00,2024-07-10T14:55:00+00:00,completed,5,508.38,508.43,508.35,508.4,1838,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,a98341729d9014f54ff7ebc0af2b93476e6da9097bdf1634aa133c2ed37d5629,2024-07-10,2024-07-10T14:55:00+00:00,2024-07-10T15:00:00+00:00,completed,5,508.39,508.44,508.36,508.41,1839,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,717bbb75cdf7b17d6371867a4d4e77f0970d152de92fe7595e3d741b2e21ad47,2024-07-10,2024-07-10T15:00:00+00:00,2024-07-10T15:05:00+00:00,completed,5,508.4,508.45,508.37,508.42,1840,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,06062c2f9794c2da2ab9996d130d59f031f529271108336c15b350d8f259abf3,2024-07-10,2024-07-10T15:05:00+00:00,2024-07-10T15:10:00+00:00,completed,5,508.41,508.46,508.38,508.43,1841,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,a9dfae70eec94fad4a7ba55ee2db8344da0b51866b9e7a9f644d0650d7ca8308,2024-07-10,2024-07-10T15:10:00+00:00,2024-07-10T15:15:00+00:00,completed,5,508.42,508.47,508.39,508.44,1842,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,26aa0fc3965072ed5412c173e1b48143e588e8cfa3c9f13423e9185a17942fe3,2024-07-10,2024-07-10T15:15:00+00:00,2024-07-10T15:20:00+00:00,completed,5,508.43,508.48,508.4,508.45,1843,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,72c1085a7400fe779c1fe7c073c93c6b4feda2b0b958c633cdaf3c7c0e1b70da,2024-07-10,2024-07-10T15:20:00+00:00,2024-07-10T15:25:00+00:00,completed,5,508.44,508.49,508.41,508.46,1844,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,de5edd27b45b4850e066abb22f92c7a645d113e04041004c676fe4640f4e3386,2024-07-10,2024-07-10T15:25:00+00:00,2024-07-10T15:30:00+00:00,completed,5,508.45,508.5,508.42,508.47,1845,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c8cd47f5f1821b47c73f840e3f97594cb4a0b3851386926c5ccb2ed5bc0e9428,2024-07-10,2024-07-10T15:30:00+00:00,2024-07-10T15:35:00+00:00,completed,5,508.46,508.51,508.43,508.48,1846,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,bd3604c6f1bc3ac3e6cff67fbc1b394a12a441c0546939bf4e307f0a811abb5f,2024-07-10,2024-07-10T15:35:00+00:00,2024-07-10T15:40:00+00:00,completed,5,508.47,508.52,508.44,508.49,1847,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,3afa8dcf610c4cb897f183d443f05d5d0c6c37315a5241b9d0b2791fd788d8c0,2024-07-10,2024-07-10T15:40:00+00:00,2024-07-10T15:45:00+00:00,completed,5,508.48,508.53,508.45,508.5,1848,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,884ba380436918a9dfe2646fb81002adde47b0cb64632b8190459cc793ba5dc1,2024-07-10,2024-07-10T15:45:00+00:00,2024-07-10T15:50:00+00:00,completed,5,508.49,508.54,508.46,508.51,1849,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d4ea3144ce4a9f30e5916a17e82e9fad8fea2c2b2db1e4cef85e8630d9a5074d,2024-07-10,2024-07-10T15:50:00+00:00,2024-07-10T15:55:00+00:00,completed,5,508.5,508.55,508.47,508.52,1850,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,ebfcf5370c4b83fa52bd5ff08893ef88ed710e01592e5a8d54a83734e8969555,2024-07-10,2024-07-10T15:55:00+00:00,2024-07-10T16:00:00+00:00,completed,5,508.51,508.56,508.48,508.53,1851,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b706d1b128d2205051314d119c34f3f283e237cb9b370b9fc3a79d63deca6fc6,2024-07-10,2024-07-10T16:00:00+00:00,2024-07-10T16:05:00+00:00,completed,5,508.52,508.57,508.49,508.54,1852,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c3d890bdd882c235869b18cc41fd23780138cb9ec2f98ff955e41e8e2ea934b8,2024-07-10,2024-07-10T16:05:00+00:00,2024-07-10T16:10:00+00:00,completed,5,508.53,508.58,508.5,508.55,1853,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,5ed60628f434d30e0e2ab0f541e02011637ff9709f61e47c051ff68d68816090,2024-07-10,2024-07-10T16:10:00+00:00,2024-07-10T16:15:00+00:00,completed,5,508.54,508.59,508.51,508.56,1854,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,890dfbc9c2904c99001cda73d462cf65cd03be997b0fb7d4a2dde875a95f05bd,2024-07-10,2024-07-10T16:15:00+00:00,2024-07-10T16:20:00+00:00,completed,5,508.55,508.6,508.52,508.57,1855,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9ec4581c41dfa71898d93d78b5d8aca88aa7884e7df5277acc6c7f2f819ffaa0,2024-07-10,2024-07-10T16:20:00+00:00,2024-07-10T16:25:00+00:00,completed,5,508.56,508.61,508.53,508.58,1856,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,cff5498e3519d05483c4f23bae00fda48fdbee95f20a086cad7e03cdb57ac8b3,2024-07-10,2024-07-10T16:25:00+00:00,2024-07-10T16:30:00+00:00,completed,5,508.57,508.62,508.54,508.59,1857,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,ec5bd191a94eaba22d30ff43635aa7510e10a1b471bc05e462d781e2c2f6ff34,2024-07-10,2024-07-10T16:30:00+00:00,2024-07-10T16:35:00+00:00,completed,5,508.58,508.63,508.55,508.6,1858,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,1fb0f3cab4955fcf63a8769282b386ccb690e762783b2637f9fd3ce2fea4f0c4,2024-07-10,2024-07-10T16:35:00+00:00,2024-07-10T16:40:00+00:00,completed,5,508.59,508.64,508.56,508.61,1859,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,8caa94f879503898f7810f5e4077b9fea79c64a9e4ec7178b98de79e2f924403,2024-07-10,2024-07-10T16:40:00+00:00,2024-07-10T16:45:00+00:00,completed,5,508.6,508.65,508.57,508.62,1860,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d9adf85b5d2903a75baf76dbdd8af8f82d25d042f89f34dc64335013ef3b78af,2024-07-10,2024-07-10T16:45:00+00:00,2024-07-10T16:50:00+00:00,completed,5,508.61,508.66,508.58,508.63,1861,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,91885162326c6ec3edd5363f494efb0a66d85478a0a35b3045669ac08568a6bc,2024-07-10,2024-07-10T16:50:00+00:00,2024-07-10T16:55:00+00:00,completed,5,508.62,508.67,508.59,508.64,1862,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2ec3f79956ada2955f35245ceea8000a33a90ee0e15c7d2477c0b3d19470a3f9,2024-07-10,2024-07-10T16:55:00+00:00,2024-07-10T17:00:00+00:00,completed,5,508.63,508.68,508.6,508.65,1863,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,d5d59acc6d11f2e1ae7208608ad81f79ca70ceb6536266ecdda4797cb9ba2994,2024-07-10,2024-07-10T17:00:00+00:00,2024-07-10T17:05:00+00:00,completed,5,508.64,508.69,508.61,508.66,1864,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,eccfdfa664a3b6e1265cb6938b55273ac9224d966ff2cf7a548666bdd1c15046,2024-07-10,2024-07-10T17:05:00+00:00,2024-07-10T17:10:00+00:00,completed,5,508.65,508.7,508.62,508.67,1865,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9a4125773f9c38b8982e7054a00babbaedff82b1870609e2c754f122881c3869,2024-07-10,2024-07-10T17:10:00+00:00,2024-07-10T17:15:00+00:00,completed,5,508.66,508.71,508.63,508.68,1866,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,290cd222a5cf780bda5036b51d619802c31224435764fb700067b21ddb917240,2024-07-10,2024-07-10T17:15:00+00:00,2024-07-10T17:20:00+00:00,completed,5,508.67,508.72,508.64,508.69,1867,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,3e26e78a168bb40730efb5c5f80d0490a20ba1ed0e88def7fe97cd5b611a6d6d,2024-07-10,2024-07-10T17:20:00+00:00,2024-07-10T17:25:00+00:00,completed,5,508.68,508.73,508.65,508.7,1868,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,6d662c4d1f622ac26635e0c033518deab2164cf1fd74e97b50e3e8c391692dd9,2024-07-10,2024-07-10T17:25:00+00:00,2024-07-10T17:30:00+00:00,completed,5,508.69,508.74,508.66,508.71,1869,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7d58ce30772968964e9e44e7c85ff52c8dd59f384b6cb5164971fb72f69c35d8,2024-07-10,2024-07-10T17:30:00+00:00,2024-07-10T17:35:00+00:00,completed,5,508.7,508.75,508.67,508.72,1870,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c6620beeb2c8fd3313cc4e70526fbb2835c9989fefbac390344ea39ec97b5806,2024-07-10,2024-07-10T17:35:00+00:00,2024-07-10T17:40:00+00:00,completed,5,508.71,508.76,508.68,508.73,1871,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,5e11992033d74fcbf6cab5ccf9d7a12a193ede321ad341d07889a895891162b0,2024-07-10,2024-07-10T17:40:00+00:00,2024-07-10T17:45:00+00:00,completed,5,508.72,508.77,508.69,508.74,1872,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2c07d9789bd47c58185a9a85e44738bad53ee6105e34af57051e1faad5371726,2024-07-10,2024-07-10T17:45:00+00:00,2024-07-10T17:50:00+00:00,completed,5,508.73,508.78,508.7,508.75,1873,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,214755f386c0301d471e007c0b7a49038c919cc778029947dd9669bb260403a4,2024-07-10,2024-07-10T17:50:00+00:00,2024-07-10T17:55:00+00:00,completed,5,508.74,508.79,508.71,508.76,1874,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e8e8dba61ca04cccc4061f3ac3efa702b931812ed7ba76b09103785daa46a083,2024-07-10,2024-07-10T17:55:00+00:00,2024-07-10T18:00:00+00:00,completed,5,508.75,508.8,508.72,508.77,1875,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,96c0c46830ad23871f400e98ebcdff4bfa802afb54f75ffcf952f497148bd1a2,2024-07-10,2024-07-10T18:00:00+00:00,2024-07-10T18:05:00+00:00,completed,5,508.76,508.81,508.73,508.78,1876,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,78a5d600e623df1087ccf6ce3594bcab35e890564269ac37838cd6c73242892b,2024-07-10,2024-07-10T18:05:00+00:00,2024-07-10T18:10:00+00:00,completed,5,508.77,508.82,508.74,508.79,1877,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,77b4079bc7641772a47a995263a34448c682004d434820a1de64c7a23f8c3808,2024-07-10,2024-07-10T18:10:00+00:00,2024-07-10T18:15:00+00:00,completed,5,508.78,508.83,508.75,508.8,1878,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,5da7b97e88d71646253ab39af85615305c17e0042c97e8e65b8fc0aa3f24e60e,2024-07-10,2024-07-10T18:15:00+00:00,2024-07-10T18:20:00+00:00,completed,5,508.79,508.84,508.76,508.81,1879,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2521aaaee56bbc9240b34faefd49ad910f40d5eb971cc77b34e603ecc562194a,2024-07-10,2024-07-10T18:20:00+00:00,2024-07-10T18:25:00+00:00,completed,5,508.8,508.85,508.77,508.82,1880,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,3ed671aaf2eb8a5ae463838ec9d87f0c1682f9c94d56474fcd33f632c89175bc,2024-07-10,2024-07-10T18:25:00+00:00,2024-07-10T18:30:00+00:00,completed,5,508.81,508.86,508.78,508.83,1881,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,114a8a8f9a5dd613b0bbf87b27b313fbc2d8f529b40bff19e7122047897dabf3,2024-07-10,2024-07-10T18:30:00+00:00,2024-07-10T18:35:00+00:00,completed,5,508.82,508.87,508.79,508.84,1882,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,dfd79bfcc4ff3f8ffea4ace3f3e17d56564554e78d38149da362d6f01c2be9da,2024-07-10,2024-07-10T18:35:00+00:00,2024-07-10T18:40:00+00:00,completed,5,508.83,508.88,508.8,508.85,1883,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,648c524deb06c56993d177a005adf7632b3ead6af1a23e6f9fcb2931e83bd6d4,2024-07-10,2024-07-10T18:40:00+00:00,2024-07-10T18:45:00+00:00,completed,5,508.84,508.89,508.81,508.86,1884,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c46dc2b3fb42f0e80d8075c568255f0d2297570d2e443056e04f8f63ef3bda92,2024-07-10,2024-07-10T18:45:00+00:00,2024-07-10T18:50:00+00:00,completed,5,508.85,508.9,508.82,508.87,1885,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,83180a3c9a7223851a0bf1aebfccd7e28a4361c15cd5235ee8be00b1d1740657,2024-07-10,2024-07-10T18:50:00+00:00,2024-07-10T18:55:00+00:00,completed,5,508.86,508.91,508.83,508.88,1886,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e6e827dc03caa7f05083eb5022fe519c7d79f8937ca81605a7d49a673a9634ee,2024-07-10,2024-07-10T18:55:00+00:00,2024-07-10T19:00:00+00:00,completed,5,508.87,508.92,508.84,508.89,1887,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,317cdf9341c641cd6ee544dd89518048a581b4832f9cf5f81ea05e1dd35b5a6b,2024-07-10,2024-07-10T19:00:00+00:00,2024-07-10T19:05:00+00:00,completed,5,508.88,508.93,508.85,508.9,1888,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e06d871fcd2c247d5cd27b52c817e82db57111b776456d6e34de290f68045237,2024-07-10,2024-07-10T19:05:00+00:00,2024-07-10T19:10:00+00:00,completed,5,508.89,508.94,508.86,508.91,1889,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,b104c7e7d3701d03844ede26d0aa60de562697b34e22bba144ef81820e96900a,2024-07-10,2024-07-10T19:10:00+00:00,2024-07-10T19:15:00+00:00,completed,5,508.9,508.95,508.87,508.92,1890,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,2007adcf748ba1b97d1fe8bb3ee38b51452117460da2dd159c7e7adac24165e2,2024-07-10,2024-07-10T19:15:00+00:00,2024-07-10T19:20:00+00:00,completed,5,508.91,508.96,508.88,508.93,1891,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,368401c9a6468263eba53324a95e0a32874ce0f06be52a9fe36a72ddbc91f99c,2024-07-10,2024-07-10T19:20:00+00:00,2024-07-10T19:25:00+00:00,completed,5,508.92,508.97,508.89,508.94,1892,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f9b9e25db1153d80cc868aaacdec4ae6737278c4d27bd9e40bddbbc0a7e657d7,2024-07-10,2024-07-10T19:25:00+00:00,2024-07-10T19:30:00+00:00,completed,5,508.93,508.98,508.9,508.95,1893,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,7782e705df6ab550078267f69e22015590b7eb027fd0ea5b0ace6ff3a15b08bc,2024-07-10,2024-07-10T19:30:00+00:00,2024-07-10T19:35:00+00:00,completed,5,508.94,508.99,508.91,508.96,1894,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,488a5d4a52c98dee3a710e39706cae7b31e93096510d41b66e87064da585bf10,2024-07-10,2024-07-10T19:35:00+00:00,2024-07-10T19:40:00+00:00,completed,5,508.95,509,508.92,508.97,1895,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,37ebb1c7aa85241122270da2fb593e664842d72cacb5d345dc456054f1a43f01,2024-07-10,2024-07-10T19:40:00+00:00,2024-07-10T19:45:00+00:00,completed,5,508.96,509.01,508.93,508.98,1896,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,016d3704c5734733e5b92d0a3b2722a4a74c5fdf5d845cb256755c96c67c967b,2024-07-10,2024-07-10T19:45:00+00:00,2024-07-10T19:50:00+00:00,completed,5,508.97,509.02,508.94,508.99,1897,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,9d4ebd9e0782f317dc2cda4a3f341aef06c309ef6ff1da24f88c345e9777ceaf,2024-07-10,2024-07-10T19:50:00+00:00,2024-07-10T19:55:00+00:00,completed,5,508.98,509.03,508.95,509,1898,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,df29aa4b18b70e9147c4d8fb301e7d7d425fd60ae1b9eb87b549527566a6313d,2024-07-10,2024-07-10T19:55:00+00:00,2024-07-10T20:00:00+00:00,completed,5,508.99,509.04,508.96,509.01,1899,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,604c21fd2e68e4c956d707491c4c958555c3044f3df99e2c2f369709cd09d325,2024-07-11,2024-07-11T13:30:00+00:00,2024-07-11T13:35:00+00:00,completed,5,509,509.05,508.97,509.02,1900,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,e36feb7298d52a132ddd91cc7130fe6bfc221806763032849edc1a0ee9fa8a2b,2024-07-11,2024-07-11T13:35:00+00:00,2024-07-11T13:40:00+00:00,completed,5,509.01,509.06,508.98,509.03,1901,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,bd78adad30c0a3e77efcc189a1ca7f02b369fedf4d63bfdb561971e3ca86456b,2024-07-11,2024-07-11T13:40:00+00:00,2024-07-11T13:45:00+00:00,completed,5,509.02,509.07,508.99,509.04,1902,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,400a13016320ea196adaa85b0a77ff5e73a22c63f7245b737a2b6e6a5b2415c6,2024-07-11,2024-07-11T13:45:00+00:00,2024-07-11T13:50:00+00:00,completed,5,509.03,509.08,509,509.05,1903,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,db6e4838587973ecbfad15992d8297d978ac227e2141a442874fda67a07df24f,2024-07-11,2024-07-11T13:50:00+00:00,2024-07-11T13:55:00+00:00,completed,5,509.04,509.09,509.01,509.06,1904,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,afddcf919f97d930192b4d9f2dac8f381a466a98f2f8542d51073076266cac86,2024-07-11,2024-07-11T13:55:00+00:00,2024-07-11T14:00:00+00:00,completed,5,509.05,509.1,509.02,509.07,1905,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,81333e85cbedd51eb5dc2808f0a7bdf9b93e1c710fa4a5cb103a2b5440ddb56a,2024-07-11,2024-07-11T14:00:00+00:00,2024-07-11T14:05:00+00:00,completed,5,509.06,509.11,509.03,509.08,1906,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c0dc9344806b931c5e9557135a3591650172dcf377905f12f05c0e33c3ec9e93,2024-07-11,2024-07-11T14:05:00+00:00,2024-07-11T14:10:00+00:00,completed,5,509.07,509.12,509.04,509.09,1907,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,f2b2ff1442c5ff8b070963329126c975cfbdebe5afbcae82e1dc78e71276bf41,2024-07-11,2024-07-11T14:10:00+00:00,2024-07-11T14:15:00+00:00,completed,5,509.08,509.13,509.05,509.1,1908,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,c95f9ecd40f74c2652cf9c738c92c34eeafe2a7d6bc5bd28b0429495d04f8283,2024-07-11,2024-07-11T14:15:00+00:00,2024-07-11T14:20:00+00:00,completed,5,509.09,509.14,509.06,509.11,1909,1
5m,bbd21df977755393ba8f7c800d26a0bbe67ca6f60788c9226bde3d6828bc5795,354df951b16a98a95d263adaafa77cba65d3a26a84ae3aa9c72defef22dff07d,2024-07-11,2024-07-11T14:20:00+00:00,2024-07-11T14:25:00+00:00,completed,5,509.1,509.15,509.07,509.12,1910,1
